study,id,date,sessionID,startTime,endTime,timeToComplete,Remove,country,sourceIP(hash with salt),ageGroup6,ageGroup6Text,ageGroup3,ageGroup3Text,sex,previousVote,intendReferendumVote,ethnicity,religion,privacy,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,expType,adp1,adp1_num,adpRiskyChoice,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,RWAScore
study3,1274,20160509,8f1683b7d05515fa8e176daf8ef418e0,05/09/2016 2:44,05/09/2016 3:15,31,Keep,GB,10436b4e05ee7395738812403c3a826ef697a79ebf54b5eb53cc4370c9c94a93,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,5,B,b,2,1,1,1,9,1,2,1,1,1,3,1,1,3,1,1,2,1,9,4,1,4,1,1,48
study3,1275,20160509,d44678d1ad9e3a5b7923007ae1fbbf61,05/09/2016 3:16,05/09/2016 3:24,8,Keep,GB,c811d90e47edac8e59e2f60e7562122392109644d3f73bcd1501415e690066e9,1,Age 18-24,1,18_to_34,Female,LibDem,Leave,a,5,1,5,4,5,1,5,1,5,1,5,3,3,1,1,3,A,a,1,0,2,1,9,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,3,1,35
study3,1276,20160509,060fb666292e0040874f82658c849d5a,05/09/2016 3:15,05/09/2016 3:24,9,Keep,GB,6b5f0d3dc91bf46f1ee273d88fb9395bbb264348b7b4ba222d5504fe85c1dfc7,5,Age 55-64,3,55_and_over,Female,LibDem,Leave,a,4,4,4,4,4,3,4,4,4,4,4,1,4,1,1,3,B,a,1,0,3,1,5,9,2,9,6,1,3,2,1,4,4,7,3,1,5,1,2,1,1,2,69
study3,1277,20160509,9606772b8283a9af32278ea61452e7af,05/09/2016 3:22,05/09/2016 3:28,6,Keep,GB,c043ebe050dbc85cf6ab6feaacb6f69f4bf1b924e487c2f84693efb4fbf25224,2,Age 25-34,1,18_to_34,Female,LibDem,Leave,a,1,1,2,3,5,4,4,2,5,4,2,3,2,1,2,4,A,a,1,0,4,1,8,1,3,1,4,1,1,3,1,5,3,1,4,1,1,1,3,1,4,3,50
study3,1278,20160509,ff6b8bb6ba54bf314817110a2c116fe6,05/09/2016 3:22,05/09/2016 3:30,8,Keep,GB,64249ae1f573ac93eff28b1cb5648502589e40b08e30ffade24a14a96d6351b3,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,5,3,1,2,2,1,1,2,3,1,1,4,1,1,1,3,A,b,2,1,2,4,8,2,2,2,2,2,2,2,3,5,3,3,2,3,2,3,3,2,7,2,60
study3,1279,20160509,e32ad8e6c979ce72def2f46d14bf6284,05/09/2016 3:32,05/09/2016 3:37,5,Keep,GB,cfeef04a7c37bab4744713a2cc3adb1c60a96527a615f7f5fa504fcc0f25ae8d,1,Age 18-24,1,18_to_34,Male,Labour,Leave,a,1,2,2,4,5,4,2,4,4,5,4,4,1,1,1,5,B,b,2,1,8,1,2,1,7,2,7,2,3,8,1,6,1,8,4,1,1,1,2,6,3,1,67
study3,1280,20160509,8e5a197b35472934c401d39868f89528,05/09/2016 3:51,05/09/2016 3:57,6,Keep,GB,4a48d70c87f4b9a7febe586e22af7b0b700b9758d56b163e23689c7ffbd9f040,4,Age 45-54,2,35_to_54,Female,LibDem,Remain,a,2,5,1,1,2,2,1,1,1,1,1,1,5,1,1,1,B,b,2,1,6,1,9,1,1,1,1,8,2,2,2,6,2,1,5,1,5,1,1,3,5,2,59
study3,1281,20160509,acd38c91a7d2f7cae7b5949371fad5c8,05/09/2016 3:53,05/09/2016 4:00,7,Keep,GB,7b5f60bbcbfa5ab753c8fd3624e1342a0430136af1cb82fac6414cdf904ef2ee,1,Age 18-24,1,18_to_34,Female,Green,Remain,a,3,2,1,2,2,1,1,1,2,1,1,3,1,1,1,5,A,a,1,0,2,1,9,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,31
study3,1282,20160509,379ec14b93a6eaffd47705ce059866a4,05/09/2016 4:04,05/09/2016 4:13,9,Keep,GB,538297cb4edc0a8b1a792955fb10cb584742b0d41333c68a9d13eef6302cbbc9,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,1,1,1,4,1,2,2,3,2,1,2,2,1,1,2,B,a,1,0,1,1,9,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,32
study3,1283,20160509,e155a57329a76e7776831da70b950f0d,05/09/2016 4:06,05/09/2016 4:17,11,Keep,GB,b07ce32ae9bde9e98579c72198c7164de05dd93947ddc8466d04c74cfd2be744,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,1,1,3,3,1,1,1,1,2,1,3,4,1,1,1,A,b,2,1,1,1,8,1,1,1,2,2,1,5,1,3,1,2,1,1,1,1,1,1,1,2,37
study3,1284,20160509,50640a1be3931bd8e9dd3c22fb80f973,05/09/2016 4:18,05/09/2016 4:25,7,Keep,GB,d86617c1a16ff5deef1ea7e2e956b360852d70bd05502e7c50c8674f3df9dc90,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,A,a,1,0,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,1285,20160509,b8c6c4b824968272632cb6a1641ae029,05/09/2016 4:10,05/09/2016 4:26,16,Keep,GB,bc4bbda4c691f3b6e3f055c13b3c4cb0cc6df095e31fa59a842bc5b99e8c46f0,3,Age 35-44,2,35_to_54,Female,NoVote,Remain,b,1,1,1,1,2,1,5,1,1,2,1,4,2,1,1,1,B,b,2,1,1,1,9,2,1,1,1,2,3,5,1,2,1,1,4,1,1,1,1,1,9,1,48
study3,1286,20160509,69b879ca46e79d4c97129c1c7595219f,05/09/2016 4:30,05/09/2016 4:36,6,Keep,GB,861628f6c5d1ab670c76e7670aaa71ffb9014005bd6868f20b33f1d19ed0c57f,5,Age 55-64,3,55_and_over,Female,Labour,Leave,a,1,3,5,5,5,2,5,3,4,5,5,1,3,1,1,5,A,b,2,1,1,1,9,1,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,2,3,1,36
study3,1287,20160509,62dc2e55a8766f92796798ee9303e62d,05/09/2016 4:29,05/09/2016 4:36,7,Keep,GB,a8e14fa7864530fb7a304b1f6ec866573e78974d66a2032027c98d2cd93e2469,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,5,4,1,1,2,2,1,1,3,1,3,1,1,1,1,4,B,a,1,0,1,1,9,1,1,5,1,5,1,7,3,7,3,7,2,3,6,1,1,3,2,2,70
study3,1288,20160509,090c8e247ba4b84cfae01a8ecadedcb2,05/09/2016 4:30,05/09/2016 4:40,10,Keep,GB,15c8f71a750f57a6fbcdb9e2e6dd24ca1f67bdfdaac9a1ef04f0576204e691d0,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,2,3,1,3,2,3,3,4,1,3,1,2,1,1,3,B,b,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,1289,20160509,e5f47a87f460475dfba1ef13afdcee23,05/09/2016 4:35,05/09/2016 4:43,8,Keep,GB,21822943fbf0a8a397d2da12df1a588e66f50e90d533fd3804e968ab931539bb,5,Age 55-64,3,55_and_over,Female,Green,Remain,a,1,1,4,4,1,1,2,1,1,2,1,2,2,1,1,4,A,b,2,1,1,1,9,1,2,1,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,9,43
study3,1290,20160509,1b33f1bac855c978e4920b2147e8704e,05/09/2016 3:12,05/09/2016 4:46,94,Keep,GB,06c19562385c3618f873bbb4cf3ea7dd4e1bbe92524cabd9727652e162f7c602,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,5,1,5,5,5,5,5,5,5,5,3,2,5,1,2,4,A,b,2,1,3,1,9,6,7,2,9,2,2,9,2,7,4,9,5,3,6,1,6,3,7,4,103
study3,1291,20160509,4e603419fba9be850f00e2b198da5c5e,05/09/2016 4:38,05/09/2016 4:50,12,Keep,GB,1c13d48838f3e7d24205c4fb429df8f84aa2ff061f92cb416989332fe9394433,4,Age 45-54,2,35_to_54,Female,UKIP,Leave,a,1,2,2,4,5,5,5,5,5,5,5,1,5,1,5,5,B,b,2,1,1,1,2,1,1,1,7,1,1,7,1,4,1,7,2,1,3,1,1,1,1,1,45
study3,1292,20160509,d5976e22eaf23a697571e70518cb1622,05/09/2016 4:52,05/09/2016 4:56,4,Keep,GB,d2fa269100d69bcb8d0a4dea793a9173d742742150a73d35a6ec2395b53d47df,1,Age 18-24,1,18_to_34,Male,LibDem,Remain,a,2,3,1,1,2,1,1,2,2,2,1,2,2,2,2,1,B,b,2,1,5,1,7,1,5,3,3,1,4,3,1,3,1,2,3,1,1,1,3,3,3,2,51
study3,1293,20160509,e57ec74713582113ec3309811e393353,05/09/2016 4:49,05/09/2016 4:58,9,Keep,GB,0cbef15f0fea446cbd7820ea25d60111e842bf3bb395445b209a699cb0260e48,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,3,1,1,1,5,1,1,1,4,1,1,1,1,1,1,2,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,32
study3,1294,20160509,dc442c87f95f04b93807d4dd145052cb,05/09/2016 4:39,05/09/2016 5:01,22,Keep,GB,ab6c5c6257475dd4b9be2ee8ece9731ca538935f875181cd109a6db37c418bdf,2,Age 25-34,1,18_to_34,Male,SNP,Remain,a,1,1,3,2,2,1,1,1,3,1,1,3,1,1,1,2,B,b,2,1,1,1,9,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,32
study3,1295,20160509,a4f972c12b62fb9ca67cc3bc12b06e63,05/09/2016 4:53,05/09/2016 5:01,8,Keep,GB,fb454ec08bfbebc3d284e6417aed0c56642ee02fe8eede969a3b78ce8b582c98,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,1,5,3,5,5,5,3,5,5,5,5,5,5,1,1,5,B,b,2,1,6,1,6,1,1,1,7,1,1,7,4,6,7,5,1,1,1,1,6,4,4,9,74
study3,1296,20160509,acb98a54ea877403873a2db05f693a0d,05/09/2016 4:58,05/09/2016 5:03,5,Keep,GB,9e9d65d13c6e18ed69c2704656c259070a6cdfa5d6da132f404bb1ceebdfb79d,4,Age 45-54,2,35_to_54,Female,Labour,Leave,a,4,5,4,5,5,4,4,5,1,5,4,2,3,2,3,4,B,b,2,1,7,1,1,1,3,2,9,1,2,9,2,7,3,9,5,2,7,1,7,2,2,8,83
study3,1297,20160509,7c2b6a95f6ef25f428698f4ffacea0a4,05/09/2016 3:54,05/09/2016 5:04,70,Keep,GB,8626f8c823ae8c3c2e830eb48c6899c2b761b8148f9b91d12b9c1eaf7d3ef105,4,Age 45-54,2,35_to_54,Female,Con,Remain,a,4,3,2,3,3,1,1,2,3,3,1,1,3,2,1,1,B,a,1,0,9,9,1,4,9,4,9,4,6,9,5,9,5,9,7,8,5,7,9,8,8,9,135
study3,1298,20160509,aa157638b9565c0eb48de85b46afed29,05/09/2016 5:01,05/09/2016 5:08,7,Keep,GB,337f6932e00e18e0ea7674f946281453be77098c64deea431e502d474298c2c7,5,Age 55-64,3,55_and_over,Female,LibDem,Remain,a,4,2,2,3,2,1,2,1,3,3,1,1,2,1,1,4,A,a,1,0,3,1,8,1,2,1,6,2,1,2,1,7,1,6,1,1,3,1,1,1,4,4,54
study3,1299,20160509,16afdc4bbf1ad0bd5cd3fd78d1b47e29,05/09/2016 4:56,05/09/2016 5:09,13,Keep,GB,9d060f247b24ebfaefb00179e2aeae0e84823cfbdb8be680020fb82beac72681,5,Age 55-64,3,55_and_over,Female,LibDem,Remain,a,3,3,1,2,2,2,1,1,4,3,1,1,3,1,1,2,B,b,2,1,3,1,9,2,6,3,2,2,2,3,3,4,3,1,5,3,1,2,2,1,2,2,58
study3,1300,20160509,070d1d27ba24b948a404569c87b9c416,05/09/2016 5:21,05/09/2016 5:24,3,Keep,GB,b67e6200201f3ae482eda650f1cc8fd557e4e7f3571042a8f999bc1066f0a800,2,Age 25-34,1,18_to_34,Female,LibDem,Remain,a,3,2,2,2,2,1,2,1,1,1,1,3,2,1,1,2,A,b,2,1,3,1,9,1,3,1,1,2,4,1,1,1,2,1,4,1,1,1,1,1,3,1,40
study3,1301,20160509,11759c8a29a6ffbdfc6ae7c951b78e90,05/09/2016 5:18,05/09/2016 5:27,9,Keep,GB,65f5e4f9cb3993ac75f4604189ad6c56a804acc552ec51fdce79efc2f0987ada,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,1,1,1,2,3,1,2,1,2,2,1,1,2,1,1,1,A,a,1,0,1,1,9,1,1,1,1,1,1,4,9,2,1,5,1,2,1,1,1,1,1,1,45
study3,1302,20160509,109d6605506f1e4183411869493538ca,05/09/2016 5:23,05/09/2016 5:29,6,Keep,GB,c4f21e7a14d140dd8749923264b7bd20a2a3f74c2185a745ab237761be832ff1,1,Age 18-24,1,18_to_34,Male,Labour,Remain,a,1,2,2,1,2,1,1,1,1,1,1,4,1,1,1,4,B,b,2,1,4,1,9,1,4,9,1,1,2,1,1,1,1,1,4,1,1,1,1,2,1,1,44
study3,1303,20160509,3a02e55e93e668846001b2784ddef1bf,05/09/2016 5:31,05/09/2016 5:38,7,Keep,GB,9fafe77070e20fde8c8c49ada4d6059b67fd62fd2965a2c2aed4ed4fce7d964d,1,Age 18-24,1,18_to_34,Female,LibDem,Remain,a,3,2,1,1,3,2,2,2,3,4,1,1,2,2,2,2,B,a,1,0,7,1,8,3,4,5,3,3,3,3,3,4,4,3,3,3,3,1,4,5,4,3,72
study3,1304,20160509,349571f07379ab52dde89d331af8d292,05/09/2016 5:33,05/09/2016 5:38,5,Keep,GB,014c6d98fd86ebc207bbf78a65edf516a07e72f10ad3107235a584f34eb076ae,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,B,a,1,0,1,1,9,1,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,34
study3,1305,20160509,39bb7bd7f39d1902e59b17c40218218b,05/09/2016 5:44,05/09/2016 5:51,7,Keep,GB,eff3b6f4f4951cbee231978cce9f28804b379e661e763b673370fe7a4ff51c93,6,Age 65+,3,55_and_over,Female,Labour,Remain,a,1,4,1,2,2,1,4,2,4,2,2,4,2,1,1,4,A,a,1,0,2,1,9,1,1,1,2,1,1,1,1,2,1,1,3,1,2,1,3,1,1,2,36
study3,1306,20160509,b8cb530e22dc21ceabbb773a58a0aafb,05/09/2016 5:45,05/09/2016 5:54,9,Keep,GB,644f4ca82403780d7c5e813e51bea55dc474f5dc0c1f92c5207b69b2c241274d,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,4,5,1,1,1,1,1,1,3,1,1,1,2,1,1,2,A,b,2,1,1,1,9,1,1,1,2,3,1,1,1,2,3,3,2,1,1,1,2,1,2,1,39
study3,1307,20160509,b8ecbb0c1a9a4c0e10b2c61c7041e30b,05/09/2016 5:39,05/09/2016 5:54,15,Keep,GB,0daeebdea2f374faabba9887dac6cc1471f87a8ecf557a765bec8565028011c0,6,Age 65+,3,55_and_over,Female,Cymru,Remain,a,4,3,1,3,2,2,1,4,2,2,1,2,1,1,2,2,B,b,2,1,5,1,9,5,6,6,2,3,3,8,5,7,8,1,8,6,7,1,2,5,7,3,102
study3,1308,20160509,d2884befc20dd3a8bee80a86bd6808fd,05/09/2016 5:45,05/09/2016 5:55,10,Keep,GB,a6d03af0743b787cde3e20ccf2756364acfe6968ab4472a3230357f0b98bff1c,4,Age 45-54,2,35_to_54,Female,Green,Remain,a,4,5,1,1,4,1,2,3,1,3,3,1,4,1,1,1,A,a,1,0,3,1,9,1,2,6,6,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,45
study3,1309,20160509,019e82de1e290f18523379be4d308778,05/09/2016 5:51,05/09/2016 5:56,5,Keep,GB,f336aa60153445c93eb17c6512ff764ceb95e87efed01324cdb95dd003b9b773,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,A,a,1,0,9,9,1,8,9,2,9,2,8,9,9,5,7,5,8,9,3,9,9,9,1,9,131
study3,1310,20160509,6cf28845ae2f20db2945c5ad16558ec6,05/09/2016 5:47,05/09/2016 5:57,10,Keep,GB,dd71be9c1f8fbe7fb779d329631d110445118efb26aa879910bec09eb70697f3,6,Age 65+,3,55_and_over,Female,Con,Leave,a,3,5,4,4,4,2,4,4,4,4,5,1,4,1,2,3,B,b,2,1,7,1,7,5,3,3,3,5,7,1,4,7,7,1,3,1,7,1,7,1,4,4,81
study3,1311,20160509,4e1244880bcaca5cfd19948e96e78877,05/09/2016 5:47,05/09/2016 5:57,10,Keep,GB,36e9dc39646629ebe8316c3c41b6aef68eb6932ad43f5c208c41f9b11768b7e0,4,Age 45-54,2,35_to_54,Female,Labour,Remain,e,4,2,5,1,4,1,1,1,3,2,1,2,3,1,1,1,B,b,2,1,2,1,9,1,2,5,1,7,1,1,1,8,2,1,2,1,9,1,9,2,2,1,66
study3,1312,20160509,4062fe25e004de5c511a8d2fa68da04f,05/09/2016 5:50,05/09/2016 6:00,10,Keep,GB,546b65a219c58d48a402c80d7c59f6a9ae3282f4c4de5a996d04390f35020b3e,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,2,1,2,2,1,1,2,1,1,5,1,2,1,1,1,1,B,b,2,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,9,6,1,1,1,2,9,58
study3,1313,20160509,3b60e36bd6063b4a48757afe01815356,05/09/2016 5:55,05/09/2016 6:02,7,Keep,GB,e6dfddaba113f0a264d9f86cffec8235d1108f187aaf20110c69554f0bf40f20,5,Age 55-64,3,55_and_over,Female,LibDem,Remain,a,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,3,B,b,2,1,2,1,8,9,1,9,2,2,2,4,2,4,1,8,1,2,2,1,2,2,5,2,69
study3,1314,20160509,54e2f8542e1f5a2ac82f4e9bf3868958,05/09/2016 5:53,05/09/2016 6:03,10,Keep,GB,70fd9e591010a362157a4eceeb542895da236758191d2ae14c2ea36e06405f19,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,2,2,3,4,2,1,2,4,5,3,2,1,4,1,1,4,A,b,2,1,2,1,8,1,1,9,2,3,1,7,1,7,3,6,3,3,5,1,2,2,2,2,69
study3,1315,20160509,316e0e9f7afe8caec42dfa6481f0a45f,05/09/2016 6:09,05/09/2016 6:16,7,Keep,GB,fa49ae979aea560464060b045e622d311177b30a37c2927927bf03956e299393,5,Age 55-64,3,55_and_over,Male,Con,Remain,a,3,5,1,3,2,3,2,3,4,2,1,1,3,1,3,1,B,a,1,0,5,1,2,2,2,2,5,1,1,7,4,6,3,5,5,2,9,2,6,1,5,5,75
study3,1316,20160509,a8e016e36f99e854929661eaab3db106,05/09/2016 6:12,05/09/2016 6:18,6,Keep,GB,cbe4e7bb9121b5d7414beb193f93a7627f2cacaf3de2cc5a7a949ff8933ca88d,4,Age 45-54,2,35_to_54,Male,Labour,Remain,a,1,1,1,2,3,1,2,4,2,2,1,2,2,1,1,1,B,b,2,1,1,1,9,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,3,35
study3,1317,20160509,9e2c02d6618bf9213a2fa605a8b1990b,05/09/2016 6:10,05/09/2016 6:20,10,Keep,GB,d67239c5346117aeba35faacaa501c320f64c9434d70f16fec6367f4d569d360,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,4,3,3,4,2,3,2,4,2,2,1,2,1,1,2,B,a,1,0,4,1,8,1,2,1,3,3,3,3,1,3,2,2,2,1,1,1,2,1,1,2,43
study3,1318,20160509,acae3e8958f4777f301daa35d6ff1fe6,05/09/2016 6:08,05/09/2016 6:30,22,Keep,GB,d9763a1449286e0e091c65b3c7e7845c15ef91805fcb281f5ac112ddc4c979c0,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,4,2,2,2,1,2,2,3,2,1,2,1,1,1,3,B,b,2,1,2,1,9,1,2,1,2,5,2,3,1,2,2,2,3,1,1,1,1,2,3,1,45
study3,1319,20160509,d68ae0c5f41de302cfe6262b84b781c6,05/09/2016 6:22,05/09/2016 6:32,10,Keep,GB,d8cb88849b8a76d3cc7e8d4cec91799908347a1b89fc5d3b8046c8065ba1c65a,3,Age 35-44,2,35_to_54,Male,Labour,Remain,e,3,2,2,2,4,1,3,4,3,3,2,5,3,1,2,3,A,a,1,0,6,5,7,4,5,4,3,4,2,4,4,5,3,4,4,4,5,3,4,4,4,6,83
study3,1320,20160509,9694afce03ecb0d978205e8880ba95ff,05/09/2016 6:28,05/09/2016 6:37,9,Keep,GB,1c1f9d8349354b17838171fc50f41237c6dfef169668a83de52fd8b9b62df802,6,Age 65+,3,55_and_over,Female,Con,Leave,a,3,5,5,5,5,4,5,5,5,5,5,4,5,1,2,4,B,b,2,1,6,5,9,5,3,6,4,5,3,7,5,8,7,8,3,3,8,4,8,3,7,5,111
study3,1321,20160509,c079d228bc4c341eab4a813dbffca66f,05/09/2016 6:33,05/09/2016 6:39,6,Keep,GB,4affdab23189507e5882b6c4748798ce3ef8c4ec98ab0ece394fa9cf988aa347,4,Age 45-54,2,35_to_54,Female,Labour,Remain,c,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,B,b,2,1,1,1,9,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,32
study3,1322,20160509,7d232f02c666e26d89c9c3be64572fba,05/09/2016 6:41,05/09/2016 6:47,6,Keep,GB,049ad253f41f24255341c21b8f86d1b2ccf0d3f24c47ff40ca8a188addcff689,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,3,1,5,4,4,1,1,1,2,4,1,5,3,1,1,1,B,b,2,1,7,1,9,1,7,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,42
study3,1323,20160509,e7cbe09b434d46520fea500e5a9c8851,05/09/2016 6:25,05/09/2016 6:48,23,Keep,GB,fb3a3edf93a78fffd582e480fc23be48757bf8dfec73987b9a457694dbf0ec19,5,Age 55-64,3,55_and_over,Female,Con,Leave,a,1,5,2,3,5,5,5,5,5,5,1,3,5,1,1,3,A,a,1,0,1,1,7,2,1,1,7,1,3,9,1,9,1,9,6,4,9,1,5,1,7,6,90
study3,1324,20160509,790fb8373087f91d17d51e9ca162994a,05/09/2016 6:36,05/09/2016 6:50,14,Keep,GB,6d70d88b920c2fc5c3361acfca4700435d185b06977864f57ba7b03c1c01d2d3,4,Age 45-54,2,35_to_54,Female,Labour,Leave,a,2,4,3,4,5,3,5,3,2,5,5,3,4,1,1,4,B,b,2,1,1,1,9,1,1,1,2,1,2,1,5,5,1,1,3,1,1,1,1,1,1,1,40
study3,1325,20160509,843ba474b5842deb16a228f9b06f0624,05/09/2016 6:42,05/09/2016 6:53,11,Keep,GB,8d07120ff09d921ea9331f426db777fcd74cd0298e16bb049a03feacac3df9c7,6,Age 65+,3,55_and_over,Female,Con,Leave,a,4,5,3,5,5,4,5,5,5,5,5,1,3,1,2,3,B,b,2,1,7,1,5,2,6,2,7,2,4,8,3,7,5,7,5,5,7,1,6,5,3,5,95
study3,1326,20160509,a64aa5261b4042393b2156237ba001d1,05/09/2016 6:54,05/09/2016 7:01,7,Keep,GB,2201c9fea39607a798c38036a840f8d3805ce7acfa00f1cb6066cc11e974edc6,3,Age 35-44,2,35_to_54,Female,Green,Remain,a,1,1,2,3,2,1,2,1,3,2,2,4,2,2,1,3,B,b,2,1,3,1,9,1,2,1,1,1,3,2,1,2,1,9,3,1,3,1,1,1,4,1,48
study3,1327,20160509,27dc37e50a22dcea4f3e16f667331f73,05/09/2016 6:52,05/09/2016 7:02,10,Keep,GB,8052b3fe3dfdf9fd800c0d33ba3670c0e0546c5705bcb603d1dd9f352e77bf46,6,Age 65+,3,55_and_over,Female,LibDem,Remain,a,1,2,2,3,1,4,2,4,5,4,2,1,2,1,2,2,B,a,1,0,3,1,3,2,3,2,7,3,2,6,1,7,1,7,2,2,6,1,2,1,4,6,68
study3,1328,20160509,06e8e1d5be07193eebaede6ec6eba1a5,05/09/2016 6:54,05/09/2016 7:05,11,Keep,GB,cd670e8fcebecb6aaa28d57a64e8354ac1d525430d43e5598d8f00d26f2953d0,6,Age 65+,3,55_and_over,Female,UKIP,Leave,d,5,5,5,5,1,3,1,5,5,5,5,2,5,5,1,5,A,a,1,0,3,5,1,5,3,5,9,5,5,9,5,9,5,9,5,5,9,5,5,6,5,5,115
study3,1329,20160509,1c8dda6a338d5f7bdddd52000b4c6e36,05/09/2016 7:00,05/09/2016 7:06,6,Keep,GB,eceefb339911763effad281edc97d6dd4fc93b4ef8ed62146fcf5e30c738fb72,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,5,3,5,5,5,4,4,4,5,5,5,3,4,3,2,4,B,b,2,1,6,1,3,5,6,4,6,5,2,6,2,6,6,6,3,6,7,1,6,2,5,7,94
study3,1330,20160509,8100d4df13082523d6460a929b9928ff,05/09/2016 6:58,05/09/2016 7:07,9,Keep,GB,9acefe33963220547b42d91511c9ca5b9c32336e566c3343858c7a4526a6b629,4,Age 45-54,2,35_to_54,Female,Labour,Remain,a,2,1,1,3,1,1,1,3,1,1,1,3,3,1,1,1,A,b,2,1,1,1,9,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,32
study3,1331,20160509,c7fdb1fe205f22581284ba147540e14c,05/09/2016 7:00,05/09/2016 7:08,8,Keep,GB,f8c11daf7a7890fb805eac01f34843ca646f4934ed53dca1c27501c4596b457f,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,5,1,1,4,1,1,3,3,2,1,3,2,1,1,1,A,a,1,0,3,9,9,1,3,1,1,5,1,1,2,5,2,1,2,1,1,1,1,1,4,3,46
study3,1332,20160509,54127acba5877c12da8608b844f29613,05/09/2016 7:14,05/09/2016 7:21,7,Keep,GB,11a6d16b5327712608360dad83af451b31ce9547deb29e81c888a408f9883f7f,1,Age 18-24,1,18_to_34,Female,Green,Remain,a,4,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,A,a,1,0,3,1,9,1,2,3,2,1,2,2,2,3,2,1,3,2,6,1,3,2,3,3,53
study3,1333,20160509,55da860d7a6b3e52c16d100ba77eb954,05/09/2016 7:09,05/09/2016 7:21,12,Keep,GB,3ad4a3a3317b04b324032cb1c26bff7ab46e15f4013e04bd956dba7b370c537f,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,4,2,2,2,2,1,2,1,3,2,1,2,2,1,1,2,A,a,1,0,6,2,9,1,4,2,4,2,2,7,1,3,4,3,3,2,6,2,4,1,2,3,65
study3,1334,20160509,9617dd02d4eabab97afddbf9f6887432,05/09/2016 7:14,05/09/2016 7:22,8,Keep,GB,0706151bdda1f4fc5acd152919998fea2caa690a744387e9af20f083000e8ff6,2,Age 25-34,1,18_to_34,Female,Green,Remain,a,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,B,b,2,1,2,1,9,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,32
study3,1335,20160509,1bccce439d90d7d5c8deaba75243c608,05/09/2016 7:12,05/09/2016 7:23,11,Keep,CZ,355a2bd7629c589e75f09851bd8d2570b50db02808da1d08d24c1daa07339103,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,1,3,5,5,5,3,5,5,5,5,5,1,3,1,1,3,B,b,2,1,1,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,29
